finding,severity,target,remediation,tools_used,cvss,signature,novel
SQL Injection in login endpoint enables admin authentication bypass,critical,OWASP Juice Shop 6.2.0-SNAPSHOT:3000,Replace string-interpolated SQL with parameterized queries and reject malformed email input before database access.,,9.8,"T1190, T1078",no
JWT algorithm/key confusion from exposed RSA public key grants admin API access,critical,OWASP Juice Shop 6.2.0-SNAPSHOT:3000,"Pin JWT verification to RS256, never allow HMAC algorithms with asymmetric public keys, rotate signing keys, and stop serving key material from web-accessible paths.",,9.8,"T1190, T1552",no
Hardcoded RSA private key and weak crypto helpers exposed in recovered source,high,OWASP Juice Shop 6.2.0-SNAPSHOT:3000,"Move private keys and HMAC secrets to a secret manager, rotate all affected keys/tokens, and replace MD5 password hashing with Argon2id/bcrypt/scrypt.",,8.1,"T1552, T1606",no
Server-side JavaScript injection in order tracking enables code execution primitives,critical,OWASP Juice Shop 6.2.0-SNAPSHOT:3000,"Remove $where JavaScript queries, always sanitize route parameters, and use structural equality filters such as { orderId: id }.",,9.8,"T1190, T1059.007",no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop v14.5.1 / Node.js Express API:3000,Use parameterized ORM queries/prepared statements for login and reject non-email input before query execution.,,9.8,"T1190, T1078",no
Unsigned JWT alg=none Accepted for Admin API Access,critical,OWASP Juice Shop v14.5.1 JWT middleware:3000,Pin accepted JWT algorithms to RS256 only and explicitly reject unsigned tokens.,,9.1,"T1550.001, T1078",no
JWT RS256-to-HS256 Public-Key Confusion,critical,OWASP Juice Shop v14.5.1 JWT middleware and exposed /encryptionkeys/jwt.pub:3000,"Pin JWT verification to RS256, reject HS* tokens for RSA keys, and remove public keys from web-exposed paths unless strictly necessary.",,9.8,"T1550.001, T1078",no
Unauthenticated Admin Account Creation via Client-Supplied role Field,critical,OWASP Juice Shop v14.5.1 user registration API:3000,Never accept role/privilege fields from unauthenticated registration requests; assign customer role server-side.,,9.8,"T1136.001, T1078",no
Low-Privilege User Can Leak and Replay Administrator JWTs,critical,OWASP Juice Shop v14.5.1 authentication details API:3000,"Make authentication-detail endpoints admin-only, return only minimal per-user metadata, and purge stored/replayed JWT material.",,9.8,"T1550.001, T1078",no
JWT Payload Discloses Password MD5 Hash Enabling Admin Credential Recovery,high,OWASP Juice Shop v14.5.1 JWT/session handling:3000,"Remove password hashes from JWT claims, replace MD5 with Argon2id/bcrypt, and rotate/reset exposed credentials.",,8.8,"T1552.001, T1110.002, T1078",no
Basket Object-Level Authorization Bypass,high,OWASP Juice Shop v14.5.1 basket API:3000,Enforce object ownership checks on every basket read/write using the authenticated user id.,,8.1,"T1087, T1530",no
Authenticated profile image URL upload performs server-side requests to arbitrary internal URLs,high,OWASP Juice Shop 6.2.0-SNAPSHOT:3000,"Allow only trusted HTTPS image hosts, block private/link-local/loopback IP ranges and redirects, validate content type/size before persisting, and avoid storing arbitrary fetched responses under a public path.",,8.1,"T1190, T1090",no
Unauthenticated XML upload expands external entities and reflects local files,high,OWASP Juice Shop 6.2.0-SNAPSHOT:3000,"Disable DTD/entity expansion, set nonet:true, reject DOCTYPE/ENTITY declarations, and do not reflect parsed XML or parser errors to clients.",,8.6,"T1190, T1005",no
Authenticated profile page evaluates username template expressions with server-side eval,high,OWASP Juice Shop 6.2.0-SNAPSHOT:3000,Never eval user-controlled template expressions; HTML-encode profile fields and pass user data as variables to a static precompiled template.,,8.8,"T1190, T1059.007",no
Unauthenticated ZIP upload allows path traversal file write into public web directories,high,OWASP Juice Shop 6.2.0-SNAPSHOT:3000,"Normalize ZIP entry names with path.basename, ensure resolved targets stay under the intended upload root with startsWith(root + path.sep), and reject symlinks/absolute paths/traversals.",,8.1,"T1190, T1105",no
Default administrator credentials allow full admin session compromise,critical,OWASP Juice Shop on 10.10.0.21:3000,"Rotate the administrator password, remove default/demo accounts, enforce MFA and lockout/monitoring for privileged logins.",,9.8,"T1078, T1190",no
SQL injection authentication bypass returns administrator JWT,critical,OWASP Juice Shop authentication API:3000,Replace dynamic SQL in login with parameterized queries and add regression tests for quote/comment injection payloads.,,9.8,"T1190, T1078",no
Unsigned alg=none JWT accepted for administrator sessions,critical,OWASP Juice Shop JWT session validation:3000,Disable alg=none and require signed JWTs with strict algorithm allow-listing and server-side authorization checks.,,9.8,"T1606, T1078",no
JWT alg=none authentication bypass permits forged administrator sessions,critical,OWASP Juice Shop JWT authentication on 10.10.0.21:3000,"Disable alg=none, pin the expected signing algorithm, and verify signatures before trusting JWT claims.",,9.8,"T1550, T1190",no
JWT signing-key reuse enables lateral admin access to adjacent Juice Shop host,critical,OWASP Juice Shop-compatible JWT API on 10.10.0.20:3000 and 10.10.0.21:3000,"Pin JWT algorithms, separate keys per service, remove exposed key material, and rotate all JWT signing/verification keys.",,9.1,"T1550, T1550.001, T1190",no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,Replace concatenated SQL login queries with parameterized ORM queries and constant-time password verification.,,9.8,"T1190, T1059",no
JWT alg=none authentication bypass and session/token disclosure,critical,OWASP Juice Shop on 10.10.0.21:3000,"Disable unsigned JWTs, pin the expected signing algorithm/key, and rotate all exposed/harvested sessions.",,9.8,"T1190, T1552",no
JWT HS256/RSA key-confusion using exposed jwt.pub as HMAC secret,critical,OWASP Juice Shop on 10.10.0.21:3000,"Pin JWT algorithms, separate symmetric/asymmetric key material, remove exposed key artifacts, and rotate signing keys/sessions.",,9.8,"T1190, T1552",no
Broken object-level authorization on /api/Users/{id},high,OWASP Juice Shop on 10.10.0.21:3000,Apply per-object authorization checks and restrict user enumeration to admins or the subject user only.,,8.1,"T1190, T1087",no
JWT sessions remain valid after password change,medium,OWASP Juice Shop on 10.10.0.21:3000,Invalidate all existing sessions/tokens on password change and other account recovery events.,,6.5,T1550,no
Wildcard CORS allows cross-origin Authorization-header API reads,medium,OWASP Juice Shop on 10.10.0.21:3000,Replace wildcard CORS on authenticated APIs with a strict origin allow-list and minimize allowed request headers.,,5.3,T1190,no
JWT RS256-to-HS256 algorithm confusion with exposed public key,critical,OWASP Juice Shop JWT session validation:3000,Enforce strict JWT algorithm allow-listing and key-type separation; remove public key exposure if not required.,,9.8,"T1606, T1078",no
RS256-to-HS256 JWT algorithm confusion using exposed RSA public key,critical,OWASP Juice Shop JWT authentication on 10.10.0.21:3000,"Pin JWT verification to RS256 only, reject algorithm changes from token headers, and remove unnecessary public key exposure.",,9.8,"T1550, T1190",no
Low-privilege user can dump authentication details and replay administrator JWTs,critical,OWASP Juice Shop authentication details API:3000,"Enforce RBAC on authentication-detail endpoints, remove token fields from responses, and revoke/rotate leaked sessions.",,9.1,"T1552, T1078, T1068",no
Low-privilege user can retrieve all users' authentication details and TOTP secrets,high,OWASP Juice Shop authorization on 10.10.0.21:3000,Restrict authentication-detail endpoints to authorized administrators only and exclude secrets such as TOTP seeds from API responses.,,8.1,"T1068, T1552",no
SQL injection in login endpoint enables administrator authentication bypass,critical,OWASP Juice Shop login API on 10.10.0.21:3000,Replace string-concatenated SQL with parameterized queries and verify passwords after selecting by exact email match.,,9.8,"T1190, T1078",no
Unauthenticated Replica Manager permits arbitrary replica creation and pivot service exposure,high,GENESIS Replica Manager (Uvicorn):3701,"Require strong authentication/authorization on /spawn and /replicas, validate stack_pin/target_ip allowlists, and firewall port 3701 plus spawned replica ports from untrusted networks.",,8.8,"T1190, T1611, T1090",no
JWT alg=none Signature Bypass Enables Administrator Token Forgery,critical,OWASP Juice Shop 14.5.1 / Node.js v18.14.0 JWT authorization:3000,"Pin JWT verification to RS256 only, reject unsigned tokens, and rotate signing keys after patching.",,9.8,"T1552, T1190, T1078",no
Double-Encoded Null Byte Bypasses /ftp File Download Allowlist,medium,OWASP Juice Shop 14.5.1 static /ftp file server:3000,"Canonicalize filenames before validation, reject NUL/control characters, and remove sensitive backups from the web root.",,6.5,"T1083, T1552",no
Unauthenticated role mass assignment creates administrator accounts,critical,OWASP Juice Shop user registration API on 10.10.0.21:3000,Apply server-side allowlisting for registration fields and assign roles only through protected administrative workflows.,,9.8,"T1068, T1136",no
SQL Injection in Login Enables Authentication Bypass and User Row Extraction,critical,OWASP Juice Shop / Node.js Express authentication API:3000,Replace string-built SQL with parameterized ORM queries and reject SQL metacharacters only as defense-in-depth.,,9.8,"T1190, T1059",no
Unauthenticated Mass Assignment Allows Administrator Account Creation,critical,OWASP Juice Shop / Node.js Express user registration API:3000,Use an allow-list DTO for registration and set role server-side to customer unless performed by an already-authorized administrator.,,9.8,"T1190, T1068",no
JWT alg=none Accepted for Administrator Token Forgery,critical,OWASP Juice Shop / JWT authentication middleware:3000,Disable alg=none and pin the accepted JWT algorithm to the expected asymmetric algorithm only.,,9.8,"T1606, T1134",no
JWT Algorithm Confusion Using Exposed RSA Public Key as HS256 Secret,critical,OWASP Juice Shop / JWT authentication middleware and /encryptionkeys/jwt.pub:3000,Pin JWT verification to RS256 and reject HS256 tokens on endpoints expecting asymmetric JWTs.,,9.8,"T1606, T1552",no
Broken Object-Level Authorization Exposes Admin User Object to Customers,high,OWASP Juice Shop / Users API:3000,Enforce object ownership or administrator role before returning user objects by ID.,,8.1,"T1190, T1530",no
"Low-Privilege Users Can Dump Global Authentication Details, Tokens, and TOTP Secrets",critical,OWASP Juice Shop / authentication details API:3000,Restrict global authentication detail endpoints to administrators and never return tokens or TOTP secrets in API responses.,,9.1,"T1552, T1530, T1111",no
Weak Administrator Credential admin@juice-sh.op:admin123 Grants Admin Access,critical,OWASP Juice Shop administrator account:3000,"Rotate the administrator password, remove default credentials, enforce MFA, and require strong unique passwords.",,9.8,"T1078, T1110.001",no
