finding,severity,target,remediation,tools_used,cvss,signature,novel
Unauthenticated WebGoat actuator endpoints are still present and can disclose runtime or network topology useful for pivot discovery.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Spring Boot actuator discovery/env/configprops/health are still exposed unauthenticated and leak runtime, database and configuration metadata.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebGoat JSESSIONID Issued Without Secure or SameSite on Authentication Flow,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,Serve WebGoat only over HTTPS and set Secure and SameSite=Strict/Lax on JSESSIONID.,,5.4,"T1539, T1550.004",no
Authenticated malformed lesson API calls return verbose Java stack traces including package/class/method and line numbers.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The WebGoat JWT voting lesson on 10.10.0.13 still issues attacker-obtainable JWTs and accepts forged HS512 tokens signed with the weak shared secret `victory`.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The strict JWT admin-bypass probe may have failed because the HTTP client sent both original and forged access_token cookies; using an explicit single Cookie header should allow the HS512/victory forged token to be evaluated.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The WebGoat JWT voting lesson also accepts an unsigned `alg=none` token with `admin=true` when supplied as the sole access_token cookie.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The WebGoat DOM XSS lesson phone-home endpoint trusts a client-supplied header/parameters and lets an authenticated user complete the assignment by direct POST without proving browser-side script execution.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"When the access_token cookie is sent without cookie-jar path conflicts, the live JWTVotesEndpoint accepts either an unsigned alg=none admin token or an HS512 token signed with the static code secret and returns lessonCompleted=true, while the server-issued Tom token returns the non-admin feedback.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The hard-coded JWTVotesEndpoint secret 'victory' is exploitable as an HS512 signing key against the live endpoint after authentication, independently of the alg=none bypass.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Pulled WebGoat/WebWolf client JavaScript contains endpoint disclosures or DOM injection sinks that were not covered by the JWT-focused static review.,low,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The first-party Backbone route 'test/:param' is a reachable client-side DOM XSS sink because GoatRouter passes a URL-fragment parameter to LessonContentView.showTestParam(), which writes it to .html() without encoding.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
AssignmentStatusModel and client templates may expose field names and report card/overview semantics needed for precise oracle construction by web agents.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebWolf /fileupload accepts active HTML/JSP-like extensions and serves uploaded content back from /WebWolf/files/{username}/{filename} with a browser-renderable content type, enabling attacker-hosted active content under the trusted WebWolf origin.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Uploaded WebWolf HTML files are publicly retrievable without authentication and served as text/html, making /WebWolf/files/{username}/{filename} an attacker-controlled same-origin active-content hosting primitive.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Previously pulled WebWolf HTML artifacts named backup.bin/firmware/update/updates are not firmware binaries, but may reveal WebWolf application routes usable by web agents.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebWolf WEBWOLFSESSION Cookie Missing Secure and SameSite Attributes,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,Enable HTTPS-only deployment and set Secure plus SameSite=Strict/Lax on WEBWOLFSESSION.,,5.4,"T1539, T1550.004",no
Obsolete jQuery and jQuery UI libraries served by WebGoat,medium,OWASP WebGoat 2025.3 static JavaScript on Apache Tomcat/Spring Boot:8080,Upgrade jQuery/jQuery UI to supported patched versions and remove legacy vulnerable aliases from the public RequireJS config.,,6.1,"CVE-2019-11358, CVE-2020-11022, CVE-2020-11023",no
Client-side lesson renderer inserts server-supplied HTML with jQuery .html(),low,OWASP WebGoat 2025.3 public WebGoat JavaScript LessonContentView:8080,Replace .html() with .text() for feedback/output and sanitize any intentionally rendered lesson HTML with a strict allowlist sanitizer.,,3.7,T1059.007,no
Unauthenticated Spring Boot Actuator Disclosure on WebGoat,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Restrict actuator exposure to health/info only and require authenticated admin access for management endpoints.,,6.5,"T1082, T1590.004, T1552.002",no
WebGoat JSESSIONID Cookie Missing Secure and SameSite Flags,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,"Enable HTTPS and configure session cookies with Secure, HttpOnly, and SameSite=Strict or Lax as appropriate.",,5.4,"T1539, T1550.004",no
WebWolf WEBWOLFSESSION Cookie Missing Secure and SameSite Flags,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,Serve WebWolf only over HTTPS and configure WEBWOLFSESSION with Secure and SameSite attributes.,,5.4,"T1539, T1550.004",no
Additional WebGoat client views render service data through raw HTML sinks,low,OWASP WebGoat 2025.3 public WebGoat JavaScript views:8080,"Use text()/escaped template interpolation for service-derived values, and sanitize only the minimal trusted markup that must remain HTML.",,3.7,T1059.007,no
"WebGoat JWT Voting Lesson Uses Weak HS512 Secret `victory`, Allowing Admin Token Forgery",high,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,Replace the hard-coded weak HMAC secret with a high-entropy rotated secret or asymmetric JWT signing and validate claims server-side.,,8.1,"T1550.001, T1606",no
WebGoat JWT Voting Endpoint Accepts Unsigned alg=none Admin Tokens,high,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,Disable unsecured JWT parsing and enforce a pinned signed algorithm with mandatory signature validation for every token.,,8.1,"T1550.001, T1606",no
Missing Function-Level Access Control on WebGoat Hidden Menu Completion Endpoint,medium,OWASP WebGoat 2025.3 Missing Function Access Control Lesson / Spring Boot on Apache Tomcat 10.1.36,"Enforce server-side authorization and workflow checks on hidden function endpoints, not just menu visibility.",,6.5,"T1190, T1078.003",no
WebGoat Registration Lacks CSRF Protection and Allows Tokenless Account Creation,medium,OWASP WebGoat 2025.3 Registration Flow / Spring Security on Apache Tomcat 10.1.36,Require and validate an anti-CSRF token for /WebGoat/register.mvc and rate-limit/account-creation workflows.,,6.5,"T1185, T1136",no
"WebGoat’s Spring Security login response still issues JSESSIONID over cleartext HTTP without Secure and SameSite attributes, preserving the prior session-cookie weakness.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebWolf’s authentication flow on port 9090 shares the same weak session-cookie configuration as WebGoat: its session cookie is issued without Secure/SameSite on login redirects.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebGoat registration POST may be slow but functional; waiting longer for one compliant account should create a loginable user for authenticated JWT lesson validation.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"With an authenticated WebGoat session, the missing function-level access control hidden-menu endpoint remains directly callable by a normal user when the expected hiddenMenu request parameters are supplied in the query string or exact lesson names.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"JWT/votings accepts the issued JWT in a specific request field; if the HS512 token is signed with weak secret `victory`, changing `admin` from string `false` to `true` should alter lesson feedback or complete the assignment.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The JWT voting endpoint may also accept an unsigned alg=none token in the access_token cookie, allowing admin impersonation without knowing the HS512 secret.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat public registration accepts unauthenticated cross-site form POSTs without any CSRF token, allowing attacker-chosen account creation from a victim browser.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The downloadable WebWolf Bootstrap source map is third-party-only and unlikely to contain application secrets, but should be checked for embedded source paths or comments.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Additional public WebGoat views beyond LessonContentView contain DOM insertion sinks or endpoint disclosures that were not covered by the first static pass.,low,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Pagination/report-card templates use underscore interpolation in a way that may render authenticated service data into HTML without escaping.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The WebWolf Bootstrap 5.3.3 minified JavaScript advertises an exposed source map (bootstrap.min.js.map), which may be downloadable and reveal original source paths/package metadata.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The previously pulled WebGoat custom JavaScript artifact d3bf047deea2-main.js likely contains RequireJS module/dependency configuration and client route constants that can guide deeper endpoint testing.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebGoat custom JavaScript modules contain unsafe client-side HTML insertion or dynamic AJAX form submission patterns that can guide XSS/CSRF testing by the web agents.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Additional WebGoat client modules expose report-card, lesson-overview, and notification flows that may reveal unauthenticated or weakly protected JSON/MVC service endpoints.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Lesson-specific JavaScript hooks in pulled WebGoat assets reveal additional hidden lesson endpoints and DOM sinks not captured by generic route constants.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Static client templates pulled into the artifact volume may contain additional route/field names, hidden form fields, or unsafe template interpolation patterns useful for web/auth agents.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Direct source-map filename probes for known minified WebGoat/WebWolf libraries may locate downloadable maps that artifact_hunter missed, similar to the confirmed Bootstrap source map exposure.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The newly shared WebWolf anonymous file-hosting URL can be pulled as a source/config artifact and used as a benign external-content staging primitive for SSRF or XSS chains; reverse review should confirm content and route pattern.,critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Tomcat URL-Rewritten Session IDs Leak in Redirect Locations,medium,OWASP WebGoat 2025.3 and WebWolf on Apache Tomcat 10.1.36,Disable URL-based session tracking and enforce Secure/SameSite cookie-only sessions.,,6.5,"T1539, T1550.004",no
Unauthenticated Spring Boot Actuator Exposure Discloses WebGoat Runtime Metadata,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,"Restrict actuator endpoints to authenticated administrators, minimize exposure to health/info, and disable detailed health/env/configprops output in production.",,5.3,"T1590.004, T1082, T1552.002",no
WebWolf URL-Rewritten Session Identifier Leaked in Redirect Location,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,"Disable URL session tracking, require cookie-only sessions with Secure/SameSite, and serve WebWolf exclusively over HTTPS.",,5.4,"T1539, T1550.004",no
Hard-coded weak HS512 JWT signing secret in WebGoat voting lesson,medium,OWASP WebGoat 2025.3 JWT voting lesson / Spring Boot on Apache Tomcat 10.1.36,"Remove hard-coded JWT secrets; load a high-entropy rotated secret from a protected secret store or switch to asymmetric JWT signing, and set HttpOnly/Secure/SameSite on access_token cookies.",,6.5,"T1552.001, T1606",no
WebGoat JWT Voting Tokens Signed With Weak Hard-Coded HS512 Secret,medium,OWASP WebGoat 2025.3 JWT Voting Lesson / Spring Boot on Apache Tomcat 10.1.36,"Replace the hard-coded HMAC key with a high-entropy managed secret, rotate existing tokens, and derive authorization from server-side state rather than client-controlled claims.",,6.5,"T1552.001, T1550.003",no
WebGoat JWT Voting Accepts Unsigned alg=none Admin Tokens,medium,OWASP WebGoat 2025.3 JWT Voting Lesson / Spring Boot on Apache Tomcat 10.1.36,"Disable alg=none, pin the expected signing algorithm, and verify authorization claims against server-side state.",,6.5,"T1550.001, T1606",no
WebGoat JWT Voting Token Forgery via Hard-Coded HS512 Secret,high,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Remove hard-coded JWT secrets, rotate signing keys, and enforce admin authorization server-side instead of trusting mutable JWT claims.",,8.1,"T1552.002, T1550.001, T1606",no
WebGoat JWT Voting Endpoint Accepts Unsigned alg=none Admin Tokens,high,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Reject unsigned JWTs, enforce a signed-algorithm allow-list, and authorize admin operations using server-side roles.",,8.1,"T1550.001, T1606",no
