finding,severity,target,remediation,tools_used,cvss,signature,novel
Unauthenticated disclosure of JWT public key and premium key,high,OWASP Juice Shop static encryptionkeys route:3000,"Remove the /encryptionkeys static route, store secrets in a secret manager, and rotate exposed key material.",,7.5,T1552.001,no
Sensitive Account Fields Exposed in JWT Payload,medium,OWASP Juice Shop / JWT issuance on 10.10.0.20:3000,"Issue JWTs with only minimal claims such as sub, role, iat, exp, iss, and aud; never embed password hashes, MFA secrets, or full database user objects.",,5.5,T1552,no
Poison-null-byte backup file disclosure in /ftp,medium,OWASP Juice Shop /ftp download route:3000,"Normalize after decoding, reject null bytes, and deny backup/sensitive extensions before serving FTP files.",,6.5,"T1083, T1552.001",no
Registration Mass Assignment Allows Self-Service Administrator Account Creation,critical,OWASP Juice Shop 20.0.0 user registration:3000,Implement allow-list based binding on registration and assign roles exclusively server-side.,,9.8,"T1190, T1078.003",no
SecurityAnswers API BOLA Exposes Password-Reset Answer Hashes,high,OWASP Juice Shop 20.0.0 SecurityAnswers API:3000,Enforce object-level authorization on SecurityAnswers and never return password-reset answer hashes to clients.,,8.1,"T1190, T1552",no
JWT Not-Before Claim Is Ignored During Authorization,high,OWASP Juice Shop 20.0.0 JWT authentication:3000,Enable and test nbf validation in JWT middleware and reject tokens not yet active.,,7.5,T1550.001,no
Broken Object-Level Authorization Allows Customer to Read Other Users' Baskets,high,OWASP Juice Shop 20.0.0 basket API:3000,Bind basket lookups to the authenticated user and reject cross-user basket IDs unless the caller has a legitimate administrative role.,,8.1,T1190,no
The exposed CSAF/package artifacts identify CVE-2020-15084 (JWT alg=none) and the live API accepts an unsigned administrator JWT.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"A low-privilege customer JWT can access other users' baskets/orders through sequential /rest/basket/{id}, extending IDOR beyond user profile records into session/business objects.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
Basket API BOLA may require using the login-issued basket identifier rather than user ID; a customer token may read another customer’s basket if the correct BasketId is targeted.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The Juice Shop auth flow issues JWTs that can be forged via RS256-to-HS256 public-key confusion using the exposed /encryptionkeys/jwt.pub key, allowing admin-authorized requests.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
Prior shared internal endpoints indicate adjacent hosts (10.10.0.1 and 10.10.0.21) expose reachable services that can extend the attack topology beyond 10.10.0.20.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"Authenticated API object endpoints lack object-level authorization, so a token for one newly-created user can read another user's /api/Users/{id} record.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The login-issued JWT exposes sensitive account metadata in client-visible claims, including password hashes or role data, creating information disclosure in session tokens.",low,10.10.0.20,,,,auto-bridged-from-hypothesis,no
Password reset does not revoke existing JWT sessions,high,OWASP Juice Shop 6.2.0-SNAPSHOT JWT session handling:3000,Track token revocation state such as tokenVersion/passwordChangedAt and reject JWTs issued before the latest password change; also shorten JWT lifetime.,,8.1,T1550.001,no
The internal Redis instance at 172.18.0.9:6379 is reachable without authentication and can be abused for queue poisoning or Redis-native RCE paths.,critical,10.10.0.20,,,,auto-bridged-from-hypothesis,no
Poison-null-byte backup exposure of package manifests discloses exact vulnerable dependency versions and application metadata beyond the previously reported coupon corpus.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The internal chromium_renderer service on 10.10.0.2:3301 exposes an unauthenticated POST /render endpoint that screenshots arbitrary attacker-supplied URLs, creating an internal browser/SSRF primitive.",high,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"Unauthenticated ChromaDB on 10.10.0.1:8001 permits attacker document add/readback, enabling RAG memory poisoning of GENESIS collections.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"Providing an invalid Bearer token to /b2b/v2/orders changes the error from missing Authorization to invalid JWT handling, confirming JWT middleware is active before request-body parsing.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The Swagger UI page itself lacks an enforcing CSP, unlike the /api-docs redirect response, making it more permissive than the one redirect header suggests.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
The Prometheus /metrics endpoint can be fingerprinted as a distinct plain-text exporter surface by WhatWeb and exposes no WAF/cache/CDN intermediary indicators.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
The /ftp/quarantine directory is browsable and exposes retrievable quarantined malware/artifact files with the same file-server headers and extension filter behavior.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The /api-docs Swagger UI may allow user-supplied ?url= to fetch arbitrary specs client-side, but the server response itself should remain static and not perform SSRF.",high,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"Security header posture on static artifact endpoints under /ftp/quarantine differs only by content-type/cache metadata, not by CORS or hardening headers.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The shared artifact path is stale or not mounted in the reverse-engineering container, but re-pulling the native malware artifact will make it available for decompilation and instrumentation.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
The Juice Shop service on 10.10.0.20:3000 validates JWTs in a way that may allow RS256/HS256 public-key algorithm confusion to forge admin claims using the exposed /encryptionkeys/jwt.pub key.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The downloadable Angular bundle /main.js contains embedded endpoint names, feature flags, or client-side challenge logic useful for exploitation, but it is not a native/JAR/APK binary requiring decompilation.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
The /ftp/quarantine shortcut files expose downloadable native 'juicy malware' binaries whose embedded configuration or behavior can reveal additional endpoints/credentials or unsafe parser logic.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
The legacy coupon file exposes the Z85 coupon algorithm; current-month coupon codes can be generated and are accepted by /rest/basket/{id}/coupon/{code}.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The JWT validator accepts unsigned alg=none tokens, allowing arbitrary admin claim forgery without knowing any signing key.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The /rest/user/login authentication query is injectable, so a crafted email value can bypass password verification and return an administrator JWT.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"Although native binary execution/decompilation is unavailable, the pulled juicy-malware repository artifacts may include source/README files that identify intended behavior and constrain exploitability.",critical,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"Exposed FTP/backup artifacts include server-side package/config material that confirms vulnerable dependency versions and source-level clues for JWT verification, SQL concatenation, YAML parsing, and sanitize-html bypasses.",critical,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"JWT header handling also accepts mixed-case alg=none variants while rejecting weak HMAC secrets, confirming the bypass is broad but not due to a blank/common shared secret.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The Docker/bridge subnet 172.18.0.0/24 exposed by Redis contains additional pivot-capable services such as databases, brokers, or management APIs.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The client bundle exposes a reachable product-search parameter that is concatenated into a backend SQL query, enabling UNION-based extraction of Users records.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"JWT not-before (nbf) is not enforced, allowing tokens that should not yet be valid to access protected APIs in both alg=none and HS/RS confusion token paths.",critical,10.10.0.20,,,,auto-bridged-from-hypothesis,no
The exposed /encryptionkeys/jwt.pub plus legacy express-jwt 0.1.3/jsonwebtoken stack allows forging an HS256 admin JWT using the RSA public key PEM as the HMAC secret.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"Named internal containers genesis-mongodb, genesis-minio, and genesis-neo4j expose their standard ports even though the first targeted pivot-port scan did not include them.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"class: cookie/session crypto surface, hypothesis: Juice Shop does not set signed server-side session cookies during login and instead relies on bearer JWTs, so cookie-signature attacks are not applicable.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
The native ChromaDB container at 172.18.0.14:8000 exposes the same unauthenticated collection document-read vulnerability as the mapped 192.168.65.x:8001 instances.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
The exposed package.json.bak dependency set (express-jwt 0.1.3 plus exposed jwt.pub) maps to the live JWT verification bypasses already reported: alg=none and RS256-to-HS256 confusion.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The FTP download filter is bypassable with an encoded null-byte .md suffix, exposing restricted backup/source artifacts.",critical,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The disclosed /rest/deluxe-membership client request shape accepts the exposed premium.key with paymentMode=premium, allowing any authenticated user to obtain deluxe membership without payment.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
The surfaced Docker bridge range 172.18.0.0/24 may contain additional service containers or pivot-capable ports adjacent to the MinIO host.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
Juice Shop login at /rest/user/login is still vulnerable to SQL injection authentication bypass that issues an admin JWT for email=' or 1=1--.,high,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"JWT verification on /api/Users still accepts an unsigned alg=none administrator token, enabling admin access without a server signature.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
JWT verification on /api/Users accepts an HS256 token signed with the exposed RSA public key as an HMAC secret (RS256-to-HS256 confusion).,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"Server-issued JWTs remain valid after the account password changes, so stolen tokens are not revoked on credential rotation.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The unauthenticated security-question endpoint leaks whether an email is registered and returns the user's security question, enabling account-targeted reset attacks.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"class: Juice Shop Express API, hypothesis: /rest/user/login concatenates the email field into a SQL query, allowing attacker-controlled SQL to bypass authentication and obtain a valid JWT.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"Unauthenticated POST /api/Users permits mass assignment of role=admin, creating a new administrator account without credentials.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
